iter	MultiClass
0	1.460020815
1	1.322404689
2	1.234237872
3	1.133355738
4	1.056939298
5	0.9881220586
6	0.9503731392
7	0.9108733659
8	0.8781188418
9	0.8293520992
10	0.7957000785
11	0.7598318916
12	0.7313257046
13	0.6979889077
14	0.6638580212
15	0.6400992986
16	0.6182492168
17	0.5918498443
18	0.5701538797
19	0.5468426611
20	0.525353489
21	0.5011826974
22	0.4835980672
23	0.4669391197
24	0.4407866997
25	0.4248257032
26	0.4107231648
27	0.3933179818
28	0.3823493454
29	0.3674911849
30	0.3528595834
31	0.3438720499
32	0.3316835557
33	0.3207942725
34	0.3069418697
35	0.295478623
36	0.2868043964
37	0.2791376694
38	0.2682328298
39	0.2589506339
40	0.2512937376
41	0.2438073558
42	0.233338411
43	0.2268100864
44	0.2224327603
45	0.2164233613
46	0.2117015667
47	0.2050953411
48	0.2000021265
49	0.1974428216
50	0.1922163185
51	0.1879148631
52	0.1820169934
53	0.1791964992
54	0.1746057292
55	0.1710737846
56	0.1689613139
57	0.1662829199
58	0.1611369218
59	0.1562239928
60	0.1541619984
61	0.1520510364
62	0.1473942074
63	0.1455958474
64	0.1441456424
65	0.1415506776
66	0.1404374084
67	0.1383220222
68	0.1366809963
69	0.1343583329
70	0.1316442257
71	0.1307293193
72	0.1283255288
73	0.1260608816
74	0.1248418985
75	0.1230437305
76	0.1212270778
77	0.1199622628
78	0.1182453645
79	0.1164170593
80	0.1156730817
81	0.1141211167
82	0.112568992
83	0.1112918004
84	0.1106547784
85	0.1092425887
86	0.1083867194
87	0.1078790184
88	0.1058211656
89	0.1051999041
90	0.1037605231
91	0.1014698717
92	0.09994155738
93	0.09820650015
94	0.09695016491
95	0.09626084684
96	0.09483039385
97	0.09420338031
98	0.09294690657
99	0.09172725101
100	0.09128164952
101	0.08981598307
102	0.08917710625
103	0.08832953941
104	0.08784602772
105	0.08662135628
106	0.08570765347
107	0.08457230945
108	0.0837507777
109	0.08290933331
110	0.08188476002
111	0.08153914347
112	0.08120783581
113	0.08083564523
114	0.07995167749
115	0.07921615608
116	0.07824231223
117	0.07736979445
118	0.07673511161
119	0.07642393618
120	0.07569095541
121	0.07487838425
122	0.07404323056
123	0.07292177842
124	0.0728036163
125	0.07199792181
126	0.07161730581
127	0.07068953323
128	0.07040993396
129	0.06938413381
130	0.06873241102
131	0.06815551349
132	0.06753857991
133	0.06690538634
134	0.06626988586
135	0.06557426401
136	0.0650055051
137	0.06421813539
138	0.06381452274
139	0.06355547672
140	0.06303974157
141	0.06267138911
142	0.0620405189
143	0.06183515894
144	0.06133726023
145	0.06073277572
146	0.06025140544
147	0.06007084358
148	0.05949962895
149	0.05911191113
150	0.05854991524
151	0.05819934404
152	0.0579468499
153	0.0574201335
154	0.05713781823
155	0.05672069944
156	0.05617353784
157	0.05587043712
158	0.05521747402
159	0.0547689213
160	0.05431117973
161	0.05387571389
162	0.05347010546
163	0.05303532453
164	0.05269473247
165	0.0522029946
166	0.05169822168
167	0.05139650196
168	0.05130350512
169	0.0509625259
170	0.05064974188
171	0.05038606263
172	0.05024151573
173	0.04985712503
174	0.04961272666
175	0.04954238391
176	0.04924887708
177	0.04890529867
178	0.04847114858
179	0.04811595914
180	0.04799935035
181	0.0476882986
182	0.04747113644
183	0.04737404981
184	0.0470806932
185	0.04675175061
186	0.04657432802
187	0.04624827665
188	0.04589394599
189	0.04580219546
190	0.04573353756
191	0.04545189162
192	0.04533099685
193	0.04512609202
194	0.04503159785
195	0.0449758517
196	0.04489969778
197	0.04474181938
198	0.04449947856
199	0.0444314679
